,page_id,name_x,urlslug_x,id_x,align_x,eye_x,hair_x,sex_x,gsm_x,alive_x,appearances_x,first appearance_x,year_x,industry_x,name_y,urlslug_y,id_y,align_y,eye_y,hair_y,sex_y,gsm_y,alive_y,appearances_y,first appearance_y,year_y,industry_y
72,1434,Max Mercury (New Earth),\/wiki\/Max_Mercury_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,183.0,"1940, November",1940.0,DC,Esteban Coraz\u00f3n de Ablo (Earth-616),\/Esteban_Coraz%C3%B3n_de_Ablo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,72.0,Sep-64,1964.0,MV
73,1518,Gorilla Grodd (New Earth),\/wiki\/Gorilla_Grodd_(New_Earth),Public Identity,Bad Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,179.0,"1959, May",1959.0,DC,Eon (Earth-616),\/Eon_(Earth-616),Secret Identity,,Red Eyes,Brown Hair,,,Living Characters,45.0,Sep-73,1973.0,MV
74,13102,Gabrielle Doe (New Earth),\/wiki\/Gabrielle_Doe_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,175.0,"1983, July",1983.0,DC,Ray Morgan (Earth-616),\/Ray_Morgan_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,7.0,Dec-91,1991.0,MV
75,2606,Henry Hall (New Earth),\/wiki\/Henry_Hall_(New_Earth),Secret Identity,Good Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,175.0,"1968, June",1968.0,DC,Shanga Fia Delph'goram (Earth-616),\/Shanga_Fia_Delph%27goram_(Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Female Characters,,Living Characters,,Sep-81,1981.0,MV
76,1583,Cyrus Gold (New Earth),\/wiki\/Cyrus_Gold_(New_Earth),Secret Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Deceased Characters,174.0,"1944, October",1944.0,DC,Carmella Unuscione (Earth-616),\/Carmella_Unuscione_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,36.0,Mar-93,1993.0,MV
77,1461,Edward Nashton (New Earth),\/wiki\/Edward_Nashton_(New_Earth),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,173.0,"1988, January",1988.0,DC,Dominus (Earth-616),\/Dominus_(Earth-616),,Bad Characters,,,,,Living Characters,9.0,Jun-66,1966.0,MV
78,1482,Jean Loring (New Earth),\/wiki\/Jean_Loring_(New_Earth),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,168.0,"1961, October",1961.0,DC,Barbara Robb (Earth-616),\/Barbara_Robb_(Earth-616),Secret Identity,,Green Eyes,Red Hair,Female Characters,,Living Characters,7.0,Dec-78,1978.0,MV
79,2612,Grant Emerson (New Earth),\/wiki\/Grant_Emerson_(New_Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,166.0,"1994, April",1994.0,DC,Walter Newell (Earth-616),\/Walter_Newell_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,121.0,Sep-67,1967.0,MV
80,1679,Hector Hall (New Earth),\/wiki\/Hector_Hall_(New_Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,165.0,"1983, September",1983.0,DC,Galaxy Master (Earth-616),\/Galaxy_Master_(Earth-616),Secret Identity,,,No Hair,,,Living Characters,10.0,Jan-69,1969.0,MV
81,1858,Metron (New Earth),\/wiki\/Metron_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,161.0,"1971, March",1971.0,DC,In-Betweener (Earth-616),\/In-Betweener_(Earth-616),No Dual Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,,Living Characters,48.0,Oct-75,1975.0,MV
82,1597,Hartley Rathaway (New Earth),\/wiki\/Hartley_Rathaway_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,160.0,"1959, May",1959.0,DC,Brian Dunlap (Earth-616),\/Brian_Dunlap_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,19.0,Jan-67,1967.0,MV
83,1450,Lana Lang (New Earth),\/wiki\/Lana_Lang_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,159.0,"1986, October",1986.0,DC,Anthony Druid (Earth-616),\/Anthony_Druid_(Earth-616),Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153.0,Jun-61,1961.0,MV
84,1463,Bane (New Earth),\/wiki\/Bane_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157.0,"1993, January",1993.0,DC,Dorma (Earth-616),\/Dorma_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,113.0,Oct-39,1939.0,MV
85,1558,Teth-Adam (New Earth),\/wiki\/Teth-Adam_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,152.0,"1945, December",1945.0,DC,Rita DeMara (Earth-616),\/Rita_DeMara_(Earth-616),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,67.0,Feb-86,1986.0,MV
86,1699,Terrence Sloane (New Earth),\/wiki\/Terrence_Sloane_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151.0,"1942, January",1942.0,DC,Joshua Link (Earth-616),\/Joshua_Link_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,15.0,Jan-70,1970.0,MV
87,1840,Arthur Light (New Earth),\/wiki\/Arthur_Light_(New_Earth),Public Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,142.0,"1962, June",1962.0,DC,Paige Guthrie (Earth-616),\/Paige_Guthrie_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207.0,Nov-84,1984.0,MV
88,1881,Artemis of Bana-Mighdall (New Earth),\/wiki\/Artemis_of_Bana-Mighdall_(New_Earth),Public Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,141.0,"1994, September",1994.0,DC,Marla Madison (Earth-616),\/Marla_Madison_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,129.0,Nov-76,1976.0,MV
89,1800,Lee Travis (New Earth),\/wiki\/Lee_Travis_(New_Earth),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,139.0,"1938, October",1938.0,DC,Adolf Hitler (Clone) (Earth-616),\/Adolf_Hitler_(Clone)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,30.0,Dec-63,1963.0,MV
90,1945,Giovanni Giuseppe (New Earth),\/wiki\/Giovanni_Giuseppe_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,136.0,"1960, July",1960.0,DC,Ivan Krushki (Earth-616),\/Ivan_Krushki_(Earth-616),Public Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,17.0,Jun-68,1968.0,MV
91,1716,Cynthia Reynolds (New Earth),\/wiki\/Cynthia_Reynolds_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,134.0,"1984, October",1984.0,DC,Glynis Zarkov (Earth-616),\/Glynis_Zarkov_(Earth-616),Public Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,9.0,Jan-86,1986.0,MV
92,1467,Lucius Fox (New Earth),\/wiki\/Lucius_Fox_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,133.0,"1979, January",1979.0,DC,Doughboy (Earth-616),\/Doughboy_(Earth-616),,,,,Agender Characters,,Living Characters,11.0,May-77,1977.0,MV
93,1573,Izaya (New Earth),\/wiki\/Izaya_(New_Earth),Public Identity,Good Characters,Grey Eyes,White Hair,Male Characters,,Deceased Characters,132.0,"1971, March",1971.0,DC,Ulik (Earth-616),\/Ulik_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,91.0,Feb-67,1967.0,MV
94,1789,Eclipso (New Earth),\/wiki\/Eclipso_(New_Earth),Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,131.0,"1963, July",1963.0,DC,Hannibal King (Earth-616),\/Hannibal_King_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,75.0,Oct-74,1974.0,MV
95,1830,Dinah Drake (New Earth),\/wiki\/Dinah_Drake_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,131.0,"1947, August",1947.0,DC,Horus (Deity) (Earth-616),\/Horus_(Deity)_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,,Living Characters,18.0,Sep-75,1975.0,MV
96,2607,Robert Langstrom (New Earth),\/wiki\/Robert_Langstrom_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,130.0,"1970, June",1970.0,DC,Starbolt (Earth-616),\/Starbolt_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,,Deceased Characters,48.0,Oct-77,1977.0,MV
97,1843,Eradicator (New Earth),\/wiki\/Eradicator_(New_Earth),Public Identity,Good Characters,Photocellular Eyes,Black Hair,Male Characters,,Deceased Characters,126.0,"1989, May",1989.0,DC,Hydron (Salem's Seven) (Earth-616),\/Hydron_(Salem%27s_Seven)_(Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,,Sep-77,1977.0,MV
98,1904,Katar Hol (New Earth),\/wiki\/Katar_Hol_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,125.0,"1989, August",1989.0,DC,Peter Parker (Kaine) (Earth-616),\/Peter_Parker_(Kaine)_(Earth-616),Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,137.0,Dec-94,1994.0,MV
99,1702,Richard Occult (New Earth),\/wiki\/Richard_Occult_(New_Earth),Secret Identity,,Grey Eyes,Black Hair,Male Characters,,Living Characters,125.0,"1935, October",1935.0,DC,Ghaur (Earth-616),\/Ghaur_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Blue Hair,Male Characters,,Living Characters,39.0,Nov-85,1985.0,MV
100,1578,Maxima (New Earth),\/wiki\/Maxima_(New_Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,124.0,"1989, September",1989.0,DC,Milos Masaryk (Earth-616),\/Milos_Masaryk_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,43.0,Aug-64,1964.0,MV
101,1970,Inza Cramer (New Earth),\/wiki\/Inza_Cramer_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,124.0,"1940, May",1940.0,DC,Carol Danvers (Earth-616),\/Carol_Danvers_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,881.0,Mar-68,1968.0,MV
102,1584,Linda Danvers (New Earth),\/wiki\/Linda_Danvers_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,123.0,"1996, September",1996.0,DC,Mikhail Ursus (Earth-616),\/Mikhail_Ursus_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,51.0,Apr-81,1981.0,MV
103,2609,Antonia Monetti (New Earth),\/wiki\/Antonia_Monetti_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,122.0,"1996, October",1996.0,DC,Stick (Earth-616),\/Stick_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,34.0,Nov-81,1981.0,MV
104,1520,Evan McCulloch (New Earth),\/wiki\/Evan_McCulloch_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,116.0,"1989, February",1989.0,DC,Equilibrius (Earth-616),\/Equilibrius_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,10.0,Nov-69,1969.0,MV
105,1718,Granny Goodness (New Earth),\/wiki\/Granny_Goodness_(New_Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,115.0,"1971, June",1971.0,DC,Thomas Gideon (Earth-616),\/Thomas_Gideon_(Earth-616),,,White Eyes,Orange Hair,Male Characters,,Living Characters,24.0,Jan-65,1965.0,MV
106,1841,Dolphin (New Earth),\/wiki\/Dolphin_(New_Earth),,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,115.0,"1968, December",1968.0,DC,Hussar (Earth-616),\/Hussar_(Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Blond Hair,Female Characters,,Living Characters,29.0,Sep-80,1980.0,MV
107,10139,Holly Robinson (New Earth),\/wiki\/Holly_Robinson_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Homosexual Characters,Living Characters,114.0,"1987, February",1987.0,DC,Krassno Granitsky (Earth-616),\/Krassno_Granitsky_(Earth-616),Secret Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,6.0,Oct-98,1998.0,MV
108,1845,Jason Woodrue (New Earth),\/wiki\/Jason_Woodrue_(New_Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Male Characters,,Living Characters,113.0,"1962, July",1962.0,DC,Antoine Delsoin (Earth-616),\/Antoine_Delsoin_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,13.0,Nov-78,1978.0,MV
109,16382,John Sargent (New Earth),\/wiki\/John_Sargent_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,113.0,"1941, May",1941.0,DC,Double Trouble (Earth-616),\/Double_Trouble_(Earth-616),Secret Identity,Neutral Characters,,,Female Characters,,Living Characters,5.0,May-93,1993.0,MV
110,1610,Mia Dearden (New Earth),\/wiki\/Mia_Dearden_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,109.0,"2001, May",2001.0,DC,Leland Owlsley (Earth-616),\/Leland_Owlsley_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,107.0,Aug-64,1964.0,MV
111,7230,Ohiyesa I (New Earth),\/wiki\/Ohiyesa_I_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,109.0,"1949, September",1949.0,DC,Joshua Guthrie (Earth-616),\/Joshua_Guthrie_(Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Deceased Characters,51.0,Nov-84,1984.0,MV
112,1792,Donald Richards (New Earth),\/wiki\/Donald_Richards_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,109.0,"1942, March",1942.0,DC,Harry Malone (Earth-616),\/Harry_Malone_(Earth-616),Secret Identity,,,Brown Hair,Male Characters,,Living Characters,3.0,Mar-89,1989.0,MV
113,2624,Leonid Kovar (New Earth),\/wiki\/Leonid_Kovar_(New_Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Male Characters,,Living Characters,108.0,"1968, December",1968.0,DC,Shiro Yoshida (Earth-616),\/Shiro_Yoshida_(Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158.0,Jan-70,1970.0,MV
114,1648,Thomas Blake (New Earth),\/wiki\/Thomas_Blake_(New_Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,108.0,"1963, January",1963.0,DC,Michael McCain (Earth-616),\/Michael_McCain_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,31.0,Feb-90,1990.0,MV
115,2623,Lilith Clay (New Earth),\/wiki\/Lilith_Clay_(New_Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Female Characters,,Deceased Characters,107.0,"1970, February",1970.0,DC,Mark Hallett (Earth-616),\/Mark_Hallett_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,23.0,May-83,1983.0,MV
116,1914,Lyla Michaels (New Earth),\/wiki\/Lyla_Michaels_(New_Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Deceased Characters,105.0,"1982, July",1982.0,DC,Xi'an Coy Manh (Earth-616),\/Xi%27an_Coy_Manh_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,,Dec-80,1980.0,MV
117,1470,Jervis Tetch (New Earth),\/wiki\/Jervis_Tetch_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,105.0,"1948, October",1948.0,DC,Dulb (Earth-616),\/Dulb_(Earth-616),,,,Black Hair,Male Characters,,Living Characters,2.0,Nov-82,1982.0,MV
118,18697,Zinda Blake (New Earth),\/wiki\/Zinda_Blake_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,104.0,"1959, February",1959.0,DC,Ve'ehalo (Earth-616),\/Ve%27ehalo_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,,Apr-90,1990.0,MV
119,12204,Sarah Essen (New Earth),\/wiki\/Sarah_Essen_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,103.0,"1987, March",1987.0,DC,Living Eraser (Dimension Z) (Earth-616),\/Living_Eraser_(Dimension_Z)_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,7.0,Nov-63,1963.0,MV
120,1643,Jade Nguyen (New Earth),\/wiki\/Jade_Nguyen_(New_Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,103.0,"1983, August",1983.0,DC,Franklin Nelson (Earth-616),\/Franklin_Nelson_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Bald,Male Characters,,Living Characters,528.0,Apr-64,1964.0,MV
121,2645,Rip Hunter (New Earth),\/wiki\/Rip_Hunter_(New_Earth),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,,Living Characters,103.0,"1959, June",1959.0,DC,Artemis (Olympian) (Earth-616),\/Artemis_(Olympian)_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,16.0,Jun-66,1966.0,MV
122,1614,Grace Choi (New Earth),\/wiki\/Grace_Choi_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,100.0,"2003, August",2003.0,DC,Falcona (Earth-616),\/Falcona_(Earth-616),Public Identity,,Green Eyes,Black Hair,Female Characters,,Living Characters,15.0,Oct-68,1968.0,MV
123,1797,Katherine Spencer (New Earth),\/wiki\/Katherine_Spencer_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,98.0,"2004, October",2004.0,DC,Kodiak Noatak (Earth-616),\/Kodiak_Noatak_(Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,52.0,Oct-86,1986.0,MV
124,1623,Noah Kuttler (New Earth),\/wiki\/Noah_Kuttler_(New_Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,98.0,"1976, September",1976.0,DC,Feron (Excalibur) (Earth-616),\/Feron_(Excalibur)_(Earth-616),,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,22.0,Mar-92,1992.0,MV
125,1903,Despero (New Earth),\/wiki\/Despero_(New_Earth),Public Identity,Bad Characters,Yellow Eyes,,Male Characters,,Living Characters,98.0,"1960, November",1960.0,DC,Kevin Plunder (Earth-616),\/Kevin_Plunder_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,260.0,Mar-65,1965.0,MV
126,16693,Tef\u00e9 Holland (New Earth),\/wiki\/Tef%C3%A9_Holland_(New_Earth),,Bad Characters,Blue Eyes,White Hair,Female Characters,Bisexual Characters,Living Characters,97.0,"1989, December",1989.0,DC,Webwing (Earth-616),\/Webwing_(Earth-616),Public Identity,Neutral Characters,Black Eyes,,,,Living Characters,3.0,May-82,1982.0,MV
127,1850,Henry Henshaw (New Earth),\/wiki\/Henry_Henshaw_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,96.0,"1990, May",1990.0,DC,Ikthalon (Earth-616),\/Ikthalon_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,4.0,Mar-74,1974.0,MV
128,1847,Wade Eiling (New Earth),\/wiki\/Wade_Eiling_(New_Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,Living Characters,95.0,"1987, March",1987.0,DC,Bradley Kroon (Earth-616),\/Bradley_Kroon_(Earth-616),Secret Identity,Bad Characters,White Eyes,No Hair,Male Characters,,Living Characters,11.0,Jan-80,1980.0,MV
129,1921,Felix Faust (New Earth),\/wiki\/Felix_Faust_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,95.0,"1962, March",1962.0,DC,Khordes (Earth-616),\/Khordes_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,4.0,Feb-75,1975.0,MV
130,1713,James Harper (New Earth),\/wiki\/James_Harper_(New_Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,94.0,"1942, April",1942.0,DC,Beckah Parker (Earth-616),\/Beckah_Parker_(Earth-616),Secret Identity,Good Characters,,Blond Hair,Female Characters,,Deceased Characters,5.0,Jul-01,2001.0,MV
131,1618,Anissa Pierce (New Earth),\/wiki\/Anissa_Pierce_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Homosexual Characters,Living Characters,92.0,"2003, August",2003.0,DC,Charlie Cluster-7 (Earth-616),\/Charlie_Cluster-7_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,112.0,Aug-02,2002.0,MV
132,1673,Roman Sionis (New Earth),\/wiki\/Roman_Sionis_(New_Earth),Public Identity,Bad Characters,Black Eyes,,Male Characters,,Deceased Characters,92.0,"1985, August",1985.0,DC,Randolph James (Earth-616),\/Randolph_James_(Earth-616),Public Identity,,Pink Eyes,Bald,Male Characters,,Living Characters,7.0,Feb-80,1980.0,MV
133,1902,Orm Marius (New Earth),\/wiki\/Orm_Marius_(New_Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,92.0,"1966, October",1966.0,DC,Vance Astrovik (Earth-616),\/Vance_Astrovik_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,290.0,Jul-75,1975.0,MV
134,1527,Citizen Abra (New Earth),\/wiki\/Citizen_Abra_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,92.0,"1962, May",1962.0,DC,Ever (Earth-616),\/Ever_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,5.0,Oct-95,1995.0,MV
135,1826,Abin Sur (New Earth),\/wiki\/Abin_Sur_(New_Earth),Public Identity,Good Characters,Blue Eyes,,Male Characters,,Deceased Characters,92.0,"1959, October",1959.0,DC,Hoder Villison (Earth-616),\/Hoder_Villison_(Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,,Living Characters,18.0,Aug-78,1978.0,MV
136,16274,Merlin (New Earth),\/wiki\/Merlin_(New_Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Male Characters,,Living Characters,92.0,"1936, February",1936.0,DC,Bludgeon (Ransome Sole) (Earth-616),\/Bludgeon_(Ransome_Sole)_(Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Deceased Characters,6.0,Aug-00,2000.0,MV
137,1691,William Payton (New Earth),\/wiki\/William_Payton_(New_Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,91.0,"1988, October",1988.0,DC,Gauntlet (Dark Riders) (Earth-616),\/Gauntlet_(Dark_Riders)_(Earth-616),,Neutral Characters,,,Male Characters,,Living Characters,24.0,Apr-91,1991.0,MV
138,2742,Danette Reilly (New Earth),\/wiki\/Danette_Reilly_(New_Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,91.0,"1981, August",1981.0,DC,Silvio Manfredi (Earth-616),\/Silvio_Manfredi_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Silver Hair,Male Characters,,Living Characters,73.0,Jun-69,1969.0,MV
139,17519,Ronald Troupe (New Earth),\/wiki\/Ronald_Troupe_(New_Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,90.0,"1991, July",1991.0,DC,Manphibian (Earth-616),\/Manphibian_(Earth-616),Secret Identity,Neutral Characters,Red Eyes,Bald,Male Characters,,Living Characters,15.0,Sep-75,1975.0,MV
140,1876,Timothy Hunter (New Earth),\/wiki\/Timothy_Hunter_(New_Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,89.0,"1990, December",1990.0,DC,Jonathan Hart (Earth-616),\/Jonathan_Hart_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,125.0,Mar-76,1976.0,MV
141,1503,Sandra Wu-San (New Earth),\/wiki\/Sandra_Wu-San_(New_Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,89.0,"1976, January",1976.0,DC,Maxwell Dillon (Earth-616),\/Maxwell_Dillon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225.0,Feb-64,1964.0,MV
142,1399,Eobard Thawne (New Earth),\/wiki\/Eobard_Thawne_(New_Earth),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Deceased Characters,89.0,"1963, September",1963.0,DC,Christopher Powell (Earth-616),\/Christopher_Powell_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165.0,Mar-91,1991.0,MV
143,2620,Miriam Delgado (Team Titans),\/wiki\/Miriam_Delgado_(Team_Titans),Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,87.0,1991,1991.0,DC,Succubus (Earth-616),\/Succubus_(Earth-616),Secret Identity,Bad Characters,,Green Hair,Female Characters,,Deceased Characters,3.0,Oct-01,2001.0,MV
144,1489,Peter Ross (New Earth),\/wiki\/Peter_Ross_(New_Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,87.0,"1961, January",1961.0,DC,Dweller-in-Darkness (Earth-616),\/Dweller-in-Darkness_(Earth-616),Secret Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,18.0,Nov-74,1974.0,MV
